48352498,Andrea,Bravo,abravof@gmail.com,socio,True,False,2025-07-17,abravof@gmail.com
59093843,Elena,Silva,esilvad@gmail.com,socio,True,False,2024-09-20,esilvad@gmail.com
84252324,Sebastian,Martinez,smartinezr@gmail.com,socio,True,False,2024-06-06,smartinezr@gmail.com
93650068,Sebastian,Silva,ssilvag@gmail.com,socio,True,False,2024-09-27,ssilvag@gmail.com
29363237,Antonia,Ortiz,aortizr@gmail.com,socio,True,False,2024-06-10,aortizr@gmail.com
54699966,Mateo,Perez,mperezc@gmail.com,socio,True,False,2025-06-05,mperezc@gmail.com
92284610,Camila,Perez,cperezc@gmail.com,socio,True,False,2024-02-12,cperezc@gmail.com
78090664,Diego,Navarro,dnavarroc@gmail.com,socio,True,False,2023-11-10,dnavarroc@gmail.com
59440148,Joaquin,Garcia,jgarciag@gmail.com,socio,True,False,2024-03-17,jgarciag@gmail.com
94457912,Elena,Diaz,ediazi@gmail.com,socio,True,False,2024-01-03,ediazi@gmail.com
40540334,Clara,Navarro,cnavarron@gmail.com,socio,True,False,2024-05-17,cnavarron@gmail.com
61028283,Franco,Echeverria,fecheverriag@gmail.com,socio,False,False,2024-03-28,fecheverriag@gmail.com
69195194,Benjamin,Martinez,bmartinezg@gmail.com,socio,True,False,2024-09-08,bmartinezg@gmail.com
92071195,Gabriel,Miranda,gmirandae@gmail.com,socio,True,False,2025-06-16,gmirandae@gmail.com
74205866,Sebastian,Castillo,scastillob@gmail.com,socio,True,False,2025-05-11,scastillob@gmail.com
57551594,Sebastian,Castillo,scastilloo@gmail.com,socio,True,False,2025-02-25,scastilloo@gmail.com
48789478,Diego,Gutierrez,dgutierrezv@gmail.com,socio,True,False,2024-07-01,dgutierrezv@gmail.com
46702849,Hector,Kraus,hkrausf@gmail.com,socio,True,False,2023-12-13,hkrausf@gmail.com
56323191,Elena,Herrera,eherrerag@gmail.com,socio,False,False,2025-01-14,eherrerag@gmail.com
69374716,Isabella,Rodriguez,irodriguezk@gmail.com,socio,True,False,2025-04-12,irodriguezk@gmail.com
46456416,Catalina,Kraus,ckrauso@gmail.com,socio,True,False,2024-03-14,ckrauso@gmail.com
81275182,Mateo,Bravo,mbravoj@gmail.com,socio,True,False,2025-07-25,mbravoj@gmail.com
28450513,Laura,Fuentes,lfuentess@gmail.com,socio,False,False,2024-01-06,lfuentess@gmail.com
97313825,Elena,Fuentes,efuentesf@gmail.com,socio,True,False,2025-01-16,efuentesf@gmail.com
97550053,Hector,Echeverria,hecheverriar@gmail.com,socio,False,False,2025-09-27,hecheverriar@gmail.com
33593960,Tomas,Arias,tariasj@gmail.com,socio,True,False,2024-06-15,tariasj@gmail.com
48851599,Alonso,Ibarra,aibarrak@gmail.com,socio,True,False,2024-04-02,aibarrak@gmail.com
70981700,Hector,Castillo,hcastillov@gmail.com,socio,True,False,2025-06-20,hcastillov@gmail.com
25119192,Maria,Silva,msilvam@gmail.com,socio,True,False,2024-07-23,msilvam@gmail.com
55246430,Laura,Lopez,llopezg@gmail.com,socio,True,False,2024-02-18,llopezg@gmail.com
67405358,Elena,Herrera,eherrerag@gmail.com,socio,True,False,2024-09-20,eherrerag@gmail.com
53433080,Tomas,Perez,tperezf@gmail.com,socio,True,False,2024-10-08,tperezf@gmail.com
50526484,Clara,Silva,csilvac@gmail.com,socio,True,False,2024-11-01,csilvac@gmail.com
72464258,Mateo,Bravo,mbravos@gmail.com,socio,True,False,2023-12-03,mbravos@gmail.com
51738753,Elena,Juarez,ejuarezc@gmail.com,socio,True,False,2024-02-14,ejuarezc@gmail.com
71066203,Valentina,Fuentes,vfuentesp@gmail.com,socio,False,False,2024-04-21,vfuentesp@gmail.com
99133246,Clara,Ortiz,cortizf@gmail.com,socio,True,False,2024-03-04,cortizf@gmail.com
80890196,Isabella,Miranda,imirandar@gmail.com,socio,True,False,2024-04-06,imirandar@gmail.com
77845324,Paula,Ortiz,portizj@gmail.com,socio,True,False,2025-05-20,portizj@gmail.com
37568520,Camila,Romero,cromeros@gmail.com,socio,True,False,2024-05-31,cromeros@gmail.com
78886959,Mateo,Romero,mromerop@gmail.com,socio,True,False,2025-09-06,mromerop@gmail.com
12921981,Pablo,Flores,pfloresv@gmail.com,socio,True,False,2025-11-01,pfloresv@gmail.com
66867700,Jose,Rojas,jrojasm@gmail.com,socio,False,False,2025-09-04,jrojasm@gmail.com
14259382,Isabella,Kraus,ikrausf@gmail.com,socio,True,False,2025-06-19,ikrausf@gmail.com
60259293,Alonso,Alarcon,aalarcona@gmail.com,socio,True,False,2024-10-14,aalarcona@gmail.com
82383656,Pablo,Bravo,pbravoi@gmail.com,socio,False,False,2025-05-06,pbravoi@gmail.com
39888974,Florencia,Miranda,fmirandap@gmail.com,socio,True,False,2024-07-18,fmirandap@gmail.com
60905625,Sebastian,Arias,sariaso@gmail.com,socio,True,False,2024-11-15,sariaso@gmail.com
25145751,Martina,Kraus,mkrausj@gmail.com,socio,True,False,2025-10-19,mkrausj@gmail.com
14506531,Isabella,Sanchez,isanchezv@gmail.com,socio,True,False,2025-09-20,isanchezv@gmail.com
17575790,Lucas,Ortiz,lortizm@gmail.com,socio,True,False,2025-03-10,lortizm@gmail.com
87507357,Alonso,Navarro,anavarroc@gmail.com,socio,False,False,2025-06-11,anavarroc@gmail.com
50332555,Camila,Gutierrez,cgutierreza@gmail.com,socio,True,False,2024-03-09,cgutierreza@gmail.com
67337891,Hector,Lopez,hlopeza@gmail.com,socio,True,False,2024-01-16,hlopeza@gmail.com
65878146,Ricardo,Miranda,rmirandac@gmail.com,socio,True,False,2024-10-15,rmirandac@gmail.com
40245233,Sebastian,Fuentes,sfuentesg@gmail.com,socio,False,False,2024-07-18,sfuentesg@gmail.com
84797762,Sebastian,Arias,sariasa@gmail.com,socio,True,False,2025-03-01,sariasa@gmail.com
70369365,Antonia,Alarcon,aalarconr@gmail.com,socio,True,False,2025-04-23,aalarconr@gmail.com
90922827,Florencia,Bravo,fbravov@gmail.com,socio,True,False,2024-03-13,fbravov@gmail.com
38036618,Sebastian,Martinez,smartinezf@gmail.com,socio,True,False,2025-10-20,smartinezf@gmail.com
74279671,Martina,Diaz,mdiazs@gmail.com,socio,True,False,2025-03-04,mdiazs@gmail.com
72579077,Clara,Vargas,cvargash@gmail.com,socio,True,False,2025-02-10,cvargash@gmail.com
23234972,Elena,Fuentes,efuentesr@gmail.com,socio,True,False,2025-04-10,efuentesr@gmail.com
39698906,Gabriel,Munoz,gmunozn@gmail.com,socio,False,False,2024-04-17,gmunozn@gmail.com
49620038,Jose,Diaz,jdiaza@gmail.com,socio,True,False,2025-03-14,jdiaza@gmail.com
83905989,Paula,Gutierrez,pgutierrezf@gmail.com,socio,False,False,2024-06-22,pgutierrezf@gmail.com
71851421,Andrea,Diaz,adiazf@gmail.com,socio,True,False,2025-06-14,adiazf@gmail.com
82764376,Joaquin,Lopez,jlopezk@gmail.com,socio,False,False,2025-08-20,jlopezk@gmail.com
10856822,Pablo,Munoz,pmunoze@gmail.com,socio,True,False,2024-01-29,pmunoze@gmail.com
39356057,Laura,Perez,lperezg@gmail.com,socio,True,False,2025-09-04,lperezg@gmail.com
74854563,Pablo,Kraus,pkrausv@gmail.com,socio,True,False,2024-05-09,pkrausv@gmail.com
46875077,Sofia,Gonzalez,sgonzalezm@gmail.com,socio,True,False,2024-06-08,sgonzalezm@gmail.com
34060788,Pablo,Arias,pariasf@gmail.com,socio,True,False,2025-06-05,pariasf@gmail.com
57572279,Franco,Miranda,fmirandas@gmail.com,socio,False,False,2024-10-18,fmirandas@gmail.com
40314047,Maria,Navarro,mnavarrog@gmail.com,socio,True,False,2024-01-09,mnavarrog@gmail.com
60622842,Isabella,Herrera,iherrerah@gmail.com,socio,True,False,2025-10-26,iherrerah@gmail.com
68238367,Isabella,Fuentes,ifuentesi@gmail.com,socio,False,False,2024-05-13,ifuentesi@gmail.com
86072480,Lucas,Martinez,lmartinezj@gmail.com,socio,True,False,2025-08-20,lmartinezj@gmail.com
85633013,Catalina,Juarez,cjuarezo@gmail.com,socio,True,False,2024-12-17,cjuarezo@gmail.com
63458386,Martina,Navarro,mnavarrop@gmail.com,socio,True,False,2024-04-06,mnavarrop@gmail.com
82553061,Paula,Ibarra,pibarrah@gmail.com,socio,True,False,2025-06-14,pibarrah@gmail.com
77215278,Laura,Diaz,ldiazr@gmail.com,socio,True,False,2024-08-14,ldiazr@gmail.com
92391596,Isabella,Castillo,icastillov@gmail.com,socio,True,False,2024-01-25,icastillov@gmail.com
57756170,Maria,Fuentes,mfuentesg@gmail.com,socio,True,False,2023-12-09,mfuentesg@gmail.com
93029219,Florencia,Rojas,frojase@gmail.com,socio,True,False,2025-08-21,frojase@gmail.com
95080736,Valentina,Herrera,vherrerac@gmail.com,socio,True,False,2024-10-31,vherrerac@gmail.com
58307308,Sofia,Vargas,svargasr@gmail.com,socio,True,False,2025-08-07,svargasr@gmail.com
78778646,Maria,Ortiz,mortizo@gmail.com,socio,True,False,2025-08-05,mortizo@gmail.com
53544301,Isabella,Vega,ivegav@gmail.com,socio,True,False,2024-09-07,ivegav@gmail.com
85099723,Isabella,Diaz,idiazj@gmail.com,socio,True,False,2023-12-04,idiazj@gmail.com
46024950,Valentina,Silva,vsilvav@gmail.com,socio,True,False,2025-05-17,vsilvav@gmail.com
20324210,Gabriel,Vargas,gvargasf@gmail.com,socio,True,False,2024-02-03,gvargasf@gmail.com
24357588,Franco,Martinez,fmartinezr@gmail.com,socio,True,False,2024-09-25,fmartinezr@gmail.com
54230340,Franco,Herrera,fherreraf@gmail.com,socio,False,False,2024-01-08,fherreraf@gmail.com
90961645,Valentina,Vargas,vvargasc@gmail.com,socio,False,False,2025-05-07,vvargasc@gmail.com
94946730,Antonia,Vargas,avargasd@gmail.com,socio,True,False,2024-10-15,avargasd@gmail.com
25285764,Ricardo,Herrera,rherrerar@gmail.com,socio,True,False,2023-12-07,rherrerar@gmail.com
38138531,Sofia,Diaz,sdiazr@gmail.com,socio,True,False,2023-11-26,sdiazr@gmail.com
64914054,Marcos,Flores,mfloresf@gmail.com,socio,True,False,2024-12-29,mfloresf@gmail.com
66791272,Pablo,Perez,pperezc@gmail.com,socio,True,False,2024-03-02,pperezc@gmail.com
66143368,Florencia,Ortiz,fortizm@gmail.com,socio,True,False,2024-11-01,fortizm@gmail.com
95655118,Ricardo,Ortiz,rortizv@gmail.com,socio,True,False,2025-02-23,rortizv@gmail.com
92232236,Ignacio,Lopez,ilopeza@gmail.com,socio,False,False,2024-11-30,ilopeza@gmail.com
23234748,Gabriel,Sanchez,gsanchezg@gmail.com,socio,True,False,2024-05-22,gsanchezg@gmail.com
69831384,Laura,Navarro,lnavarrog@gmail.com,socio,True,False,2023-12-10,lnavarrog@gmail.com
13296743,Camila,Perez,cperezr@gmail.com,socio,False,False,2024-09-05,cperezr@gmail.com
29015320,Isabella,Sanchez,isanchezg@gmail.com,socio,True,False,2024-07-26,isanchezg@gmail.com
73909453,Camila,Fuentes,cfuentesr@gmail.com,socio,True,False,2023-11-22,cfuentesr@gmail.com
25446483,Isabella,Vargas,ivargasm@gmail.com,socio,True,False,2025-07-16,ivargasm@gmail.com
42737441,Tomas,Kraus,tkrausd@gmail.com,socio,True,False,2025-05-25,tkrausd@gmail.com
64364546,Gabriel,Romero,gromerog@gmail.com,socio,True,False,2024-01-01,gromerog@gmail.com
36484437,Sofia,Diaz,sdiazv@gmail.com,socio,True,False,2025-10-31,sdiazv@gmail.com
18397164,Martina,Silva,msilvae@gmail.com,socio,True,False,2024-10-26,msilvae@gmail.com
75697427,Maria,Sanchez,msanchezs@gmail.com,socio,True,False,2024-10-03,msanchezs@gmail.com
57242616,Jose,Sanchez,jsanchezr@gmail.com,socio,True,False,2023-12-16,jsanchezr@gmail.com
89211057,Diego,Kraus,dkrausv@gmail.com,socio,True,False,2025-07-07,dkrausv@gmail.com
28972822,Benjamin,Lopez,blopezr@gmail.com,socio,True,False,2024-03-04,blopezr@gmail.com
75319770,Florencia,Arias,fariasl@gmail.com,socio,True,False,2025-05-18,fariasl@gmail.com
70532325,Valentina,Lopez,vlopezc@gmail.com,socio,True,False,2024-06-26,vlopezc@gmail.com
77838742,Paula,Herrera,pherrerao@gmail.com,socio,True,False,2024-06-19,pherrerao@gmail.com
32448383,Paula,Romero,promerof@gmail.com,socio,True,False,2025-03-24,promerof@gmail.com
48744673,Catalina,Gutierrez,cgutierrezo@gmail.com,socio,True,False,2024-06-15,cgutierrezo@gmail.com
45955440,Benjamin,Navarro,bnavarros@gmail.com,socio,True,False,2025-09-23,bnavarros@gmail.com
67063296,Maria,Ortiz,mortizm@gmail.com,socio,True,False,2025-10-02,mortizm@gmail.com
21674661,Ignacio,Ibarra,iibarrag@gmail.com,socio,True,False,2025-03-07,iibarrag@gmail.com
57060874,Alonso,Navarro,anavarroc@gmail.com,socio,True,False,2025-06-15,anavarroc@gmail.com
17966873,Paula,Martinez,pmartinezf@gmail.com,socio,True,False,2024-03-03,pmartinezf@gmail.com
48833650,Antonia,Cruz,acruzv@gmail.com,socio,True,False,2023-12-10,acruzv@gmail.com
65243509,Valentina,Echeverria,vecheverriaf@gmail.com,socio,True,False,2024-01-03,vecheverriaf@gmail.com
29628462,Marcos,Perez,mperezg@gmail.com,socio,True,False,2023-12-13,mperezg@gmail.com
46066605,Valentina,Navarro,vnavarroa@gmail.com,socio,True,False,2025-08-19,vnavarroa@gmail.com
64069715,Elena,Echeverria,eecheverriar@gmail.com,socio,True,False,2024-10-23,eecheverriar@gmail.com
10331931,Joaquin,Castillo,jcastillon@gmail.com,socio,True,False,2023-12-25,jcastillon@gmail.com
81729237,Marcos,Rojas,mrojasf@gmail.com,socio,True,False,2025-04-02,mrojasf@gmail.com
55332729,Antonia,Garcia,agarciav@gmail.com,socio,True,False,2024-06-26,agarciav@gmail.com
16497381,Elena,Bravo,ebravoe@gmail.com,socio,True,False,2024-07-22,ebravoe@gmail.com
69228397,Hector,Ibarra,hibarral@gmail.com,socio,False,False,2025-04-11,hibarral@gmail.com
97241147,Hector,Perez,hperezj@gmail.com,socio,True,False,2025-01-28,hperezj@gmail.com
59908025,Ignacio,Silva,isilvar@gmail.com,socio,True,False,2024-02-03,isilvar@gmail.com
67610401,Laura,Echeverria,lecheverriag@gmail.com,socio,True,False,2025-03-31,lecheverriag@gmail.com
79718627,Valentina,Navarro,vnavarrog@gmail.com,socio,True,False,2023-11-23,vnavarrog@gmail.com
27740248,Benjamin,Ibarra,bibarraa@gmail.com,socio,True,False,2024-10-08,bibarraa@gmail.com
52057323,Ricardo,Sanchez,rsanchezs@gmail.com,socio,True,False,2024-10-09,rsanchezs@gmail.com
96110892,Clara,Ibarra,cibarrap@gmail.com,socio,True,False,2024-04-07,cibarrap@gmail.com
57135617,Andrea,Lopez,alopezr@gmail.com,socio,True,False,2024-09-09,alopezr@gmail.com
21635070,Maria,Ibarra,mibarram@gmail.com,socio,True,False,2025-07-01,mibarram@gmail.com
52211967,Florencia,Rodriguez,frodrigueza@gmail.com,socio,True,False,2024-01-14,frodrigueza@gmail.com
91549765,Sebastian,Vega,svegav@gmail.com,socio,True,False,2023-12-31,svegav@gmail.com
78386961,Martina,Miranda,mmirandav@gmail.com,socio,True,False,2024-01-13,mmirandav@gmail.com
76422705,Elena,Flores,efloresg@gmail.com,socio,True,False,2024-06-11,efloresg@gmail.com
11619606,Isabella,Miranda,imirandaj@gmail.com,socio,True,False,2024-10-04,imirandaj@gmail.com
83330690,Jose,Arias,jariasr@gmail.com,socio,True,False,2025-08-22,jariasr@gmail.com
38956527,Isabella,Gonzalez,igonzalezs@gmail.com,socio,True,False,2024-09-23,igonzalezs@gmail.com
65758338,Andrea,Cruz,acruzm@gmail.com,socio,True,False,2024-01-19,acruzm@gmail.com
21220209,Franco,Perez,fperezs@gmail.com,socio,False,False,2025-04-10,fperezs@gmail.com
62443094,Valentina,Ortiz,vortizc@gmail.com,socio,True,False,2024-08-14,vortizc@gmail.com
42813517,Marcos,Gutierrez,mgutierrezm@gmail.com,socio,True,False,2024-07-28,mgutierrezm@gmail.com
98322292,Mateo,Vargas,mvargasb@gmail.com,socio,True,False,2023-11-11,mvargasb@gmail.com
56533974,Sofia,Lopez,slopezf@gmail.com,socio,True,False,2025-02-12,slopezf@gmail.com
46072958,Valentina,Diaz,vdiaze@gmail.com,socio,True,False,2024-08-22,vdiaze@gmail.com
87396877,Isabella,Silva,isilvac@gmail.com,socio,True,False,2024-05-30,isilvac@gmail.com
32398441,Joaquin,Ibarra,jibarran@gmail.com,socio,False,False,2025-07-22,jibarran@gmail.com
40655922,Pablo,Diaz,pdiazs@gmail.com,socio,True,False,2025-10-23,pdiazs@gmail.com
30144023,Joaquin,Rodriguez,jrodriguezh@gmail.com,socio,True,False,2024-01-03,jrodriguezh@gmail.com
52940967,Antonia,Gutierrez,agutierreza@gmail.com,socio,True,False,2024-10-19,agutierreza@gmail.com
34071191,Pablo,Juarez,pjuarezm@gmail.com,socio,True,False,2024-09-20,pjuarezm@gmail.com
51701149,Maria,Ibarra,mibarrav@gmail.com,socio,True,False,2024-07-25,mibarrav@gmail.com
50790016,Martina,Vargas,mvargasn@gmail.com,socio,False,False,2024-03-09,mvargasn@gmail.com
83357939,Clara,Echeverria,cecheverriam@gmail.com,socio,True,False,2024-09-11,cecheverriam@gmail.com
11287794,Sebastian,Rodriguez,srodrigueza@gmail.com,socio,True,False,2024-01-01,srodrigueza@gmail.com
23951801,Alonso,Diaz,adiazv@gmail.com,socio,True,False,2024-09-01,adiazv@gmail.com
47557512,Mateo,Perez,mperezc@gmail.com,socio,False,False,2025-03-12,mperezc@gmail.com
59995026,Camila,Arias,cariasc@gmail.com,socio,True,False,2025-07-30,cariasc@gmail.com
20043577,Andrea,Garcia,agarciah@gmail.com,socio,True,False,2025-06-24,agarciah@gmail.com
62741214,Catalina,Ibarra,cibarrac@gmail.com,socio,True,False,2025-01-30,cibarrac@gmail.com
88478184,Martina,Perez,mpereze@gmail.com,socio,True,False,2025-05-20,mpereze@gmail.com
81930575,Antonia,Arias,aariass@gmail.com,socio,True,False,2024-12-24,aariass@gmail.com
31154777,Marcos,Sanchez,msanchezr@gmail.com,socio,True,False,2024-12-04,msanchezr@gmail.com
63183031,Laura,Gutierrez,lgutierrezr@gmail.com,socio,True,False,2025-01-02,lgutierrezr@gmail.com
70693413,Tomas,Gonzalez,tgonzalezh@gmail.com,socio,True,False,2025-07-23,tgonzalezh@gmail.com
18277097,Valentina,Sanchez,vsanchezg@gmail.com,socio,True,False,2024-09-20,vsanchezg@gmail.com
88158177,Andrea,Alarcon,aalarconr@gmail.com,socio,True,False,2025-08-30,aalarconr@gmail.com
27286109,Andrea,Romero,aromerof@gmail.com,socio,False,False,2025-09-22,aromerof@gmail.com
87025433,Mateo,Lopez,mlopezk@gmail.com,socio,True,False,2025-10-05,mlopezk@gmail.com
38818707,Gabriel,Lopez,glopezr@gmail.com,socio,False,False,2024-08-05,glopezr@gmail.com
92809273,Mateo,Vega,mvegav@gmail.com,socio,False,False,2024-09-09,mvegav@gmail.com
47550897,Joaquin,Munoz,jmunozr@gmail.com,socio,True,False,2025-04-14,jmunozr@gmail.com
94658420,Ricardo,Miranda,rmirandag@gmail.com,socio,True,False,2024-11-02,rmirandag@gmail.com
85920407,Ricardo,Fuentes,rfuentesr@gmail.com,socio,True,False,2025-02-01,rfuentesr@gmail.com
13933043,Antonia,Vega,avegag@gmail.com,socio,True,False,2024-07-09,avegag@gmail.com
31424479,Clara,Navarro,cnavarrog@gmail.com,socio,True,False,2025-03-03,cnavarrog@gmail.com
17503932,Paula,Flores,pfloresk@gmail.com,socio,True,False,2025-05-11,pfloresk@gmail.com
58155056,Jose,Castillo,jcastillof@gmail.com,socio,True,False,2024-04-06,jcastillof@gmail.com
76065552,Martina,Garcia,mgarciaf@gmail.com,socio,True,False,2024-06-20,mgarciaf@gmail.com
39368039,Mateo,Gutierrez,mgutierrezv@gmail.com,socio,True,False,2025-11-04,mgutierrezv@gmail.com
27514010,Franco,Martinez,fmartinezf@gmail.com,socio,True,False,2024-12-08,fmartinezf@gmail.com
29012298,Valentina,Navarro,vnavarroc@gmail.com,socio,False,False,2024-10-27,vnavarroc@gmail.com
63095937,Ignacio,Cruz,icruzb@gmail.com,socio,True,False,2024-12-09,icruzb@gmail.com
95800828,Tomas,Diaz,tdiaza@gmail.com,socio,False,False,2023-11-11,tdiaza@gmail.com
92370625,Laura,Juarez,ljuarezk@gmail.com,socio,True,False,2024-03-11,ljuarezk@gmail.com
49529438,Florencia,Vargas,fvargasd@gmail.com,socio,False,False,2025-11-03,fvargasd@gmail.com
86166246,Jose,Herrera,jherrerai@gmail.com,socio,False,False,2024-12-14,jherrerai@gmail.com
85906869,Franco,Gutierrez,fgutierreza@gmail.com,socio,True,False,2024-11-30,fgutierreza@gmail.com
32533467,Lucas,Rodriguez,lrodriguezc@gmail.com,socio,True,False,2025-10-24,lrodriguezc@gmail.com
57040785,Lucas,Cruz,lcruzr@gmail.com,socio,True,False,2025-11-03,lcruzr@gmail.com
32325567,Maria,Diaz,mdiaza@gmail.com,socio,True,False,2024-10-13,mdiaza@gmail.com
74355957,Florencia,Sanchez,fsanchezg@gmail.com,socio,True,False,2025-08-21,fsanchezg@gmail.com
52777459,Mateo,Vargas,mvargasg@gmail.com,socio,True,False,2024-11-19,mvargasg@gmail.com
20066654,Florencia,Lopez,flopezd@gmail.com,socio,False,False,2024-03-06,flopezd@gmail.com
14159837,Elena,Fuentes,efuentesc@gmail.com,socio,True,False,2024-08-17,efuentesc@gmail.com
35499255,Benjamin,Castillo,bcastillom@gmail.com,socio,True,False,2023-12-29,bcastillom@gmail.com
62734442,Lucas,Sanchez,lsanchezm@gmail.com,socio,True,False,2024-10-31,lsanchezm@gmail.com
98854850,Isabella,Vargas,ivargasg@gmail.com,socio,True,False,2025-10-09,ivargasg@gmail.com
73561576,Andrea,Vargas,avargasr@gmail.com,socio,True,False,2024-09-23,avargasr@gmail.com
22232184,Elena,Bravo,ebravos@gmail.com,socio,False,False,2024-10-21,ebravos@gmail.com
15988382,Ignacio,Lopez,ilopezr@gmail.com,socio,True,False,2025-02-08,ilopezr@gmail.com
30284415,Catalina,Navarro,cnavarrom@gmail.com,socio,True,False,2024-11-17,cnavarrom@gmail.com
40536245,Gabriel,Echeverria,gecheverrian@gmail.com,socio,True,False,2024-05-18,gecheverrian@gmail.com
73729850,Sebastian,Bravo,sbravoi@gmail.com,socio,True,False,2025-08-16,sbravoi@gmail.com
77390918,Marcos,Cruz,mcruzm@gmail.com,socio,True,False,2024-08-02,mcruzm@gmail.com
35867257,Tomas,Martinez,tmartinezf@gmail.com,socio,False,False,2025-08-16,tmartinezf@gmail.com
94184877,Gabriel,Martinez,gmartinezg@gmail.com,socio,True,False,2025-08-28,gmartinezg@gmail.com
53771998,Sebastian,Herrera,sherrerao@gmail.com,socio,True,False,2025-10-23,sherrerao@gmail.com
66316931,Franco,Navarro,fnavarrom@gmail.com,socio,True,False,2025-06-06,fnavarrom@gmail.com
24178065,Jose,Echeverria,jecheverrias@gmail.com,socio,False,False,2024-05-05,jecheverrias@gmail.com
61411224,Elena,Arias,eariass@gmail.com,socio,True,False,2025-05-12,eariass@gmail.com
63917932,Valentina,Vega,vvegav@gmail.com,socio,True,False,2024-11-30,vvegav@gmail.com
46048781,Mateo,Diaz,mdiazf@gmail.com,socio,True,False,2024-12-29,mdiazf@gmail.com
23182514,Paula,Fuentes,pfuentesi@gmail.com,socio,True,False,2024-08-08,pfuentesi@gmail.com
65938288,Antonia,Silva,asilvad@gmail.com,socio,False,False,2025-04-02,asilvad@gmail.com
79323646,Gabriel,Diaz,gdiazf@gmail.com,socio,True,False,2025-05-26,gdiazf@gmail.com
28206610,Laura,Miranda,lmirandah@gmail.com,socio,True,False,2025-04-21,lmirandah@gmail.com
43486016,Martina,Garcia,mgarciam@gmail.com,socio,True,False,2024-10-31,mgarciam@gmail.com
72306347,Catalina,Rodriguez,crodriguezg@gmail.com,socio,True,False,2025-07-01,crodriguezg@gmail.com
89731181,Lucas,Rodriguez,lrodriguezf@gmail.com,socio,True,False,2024-07-07,lrodriguezf@gmail.com
44716747,Ignacio,Rodriguez,irodriguezl@gmail.com,socio,True,False,2024-10-05,irodriguezl@gmail.com
38765353,Marcos,Navarro,mnavarroe@gmail.com,socio,True,False,2025-04-07,mnavarroe@gmail.com
11194267,Gabriel,Miranda,gmirandag@gmail.com,socio,True,False,2025-05-11,gmirandag@gmail.com
91650533,Sofia,Gutierrez,sgutierrezs@gmail.com,socio,True,False,2024-10-15,sgutierrezs@gmail.com
72639147,Maria,Silva,msilvam@gmail.com,socio,True,False,2024-02-05,msilvam@gmail.com
98899843,Benjamin,Gonzalez,bgonzalezm@gmail.com,socio,True,False,2023-12-05,bgonzalezm@gmail.com
95979171,Isabella,Castillo,icastillos@gmail.com,socio,True,False,2024-01-03,icastillos@gmail.com
35281262,Elena,Alarcon,ealarconv@gmail.com,socio,False,False,2025-03-03,ealarconv@gmail.com
90535106,Ricardo,Ibarra,ribarraf@gmail.com,socio,True,False,2025-06-14,ribarraf@gmail.com
44819604,Andrea,Fuentes,afuentesv@gmail.com,socio,True,False,2025-09-29,afuentesv@gmail.com
56059101,Jose,Garcia,jgarciam@gmail.com,socio,False,False,2024-07-05,jgarciam@gmail.com
50291467,Pablo,Rodriguez,prodriguezm@gmail.com,socio,True,False,2025-07-28,prodriguezm@gmail.com
85031958,Alonso,Silva,asilvad@gmail.com,socio,True,False,2025-08-05,asilvad@gmail.com
51216287,Lucas,Diaz,ldiazi@gmail.com,socio,True,False,2025-02-11,ldiazi@gmail.com
73154349,Maria,Ibarra,mibarras@gmail.com,socio,True,False,2025-04-19,mibarras@gmail.com
81113720,Marcos,Bravo,mbravoh@gmail.com,socio,True,False,2025-06-03,mbravoh@gmail.com
86424055,Martina,Castillo,mcastilloa@gmail.com,socio,True,False,2025-05-04,mcastilloa@gmail.com
33732951,Joaquin,Castillo,jcastilloa@gmail.com,socio,True,False,2024-07-30,jcastilloa@gmail.com
87346846,Clara,Echeverria,cecheverrial@gmail.com,socio,True,False,2025-08-06,cecheverrial@gmail.com
64142556,Gabriel,Alarcon,galarcona@gmail.com,socio,True,False,2025-10-31,galarcona@gmail.com
11889398,Martina,Diaz,mdiazr@gmail.com,socio,True,False,2025-10-17,mdiazr@gmail.com
40368869,Andrea,Diaz,adiazg@gmail.com,socio,True,False,2025-07-22,adiazg@gmail.com
18762675,Jose,Vargas,jvargasl@gmail.com,socio,True,False,2024-07-26,jvargasl@gmail.com
68205561,Franco,Miranda,fmirandac@gmail.com,socio,True,False,2024-06-21,fmirandac@gmail.com
64142310,Martina,Lopez,mlopezk@gmail.com,socio,True,False,2025-06-23,mlopezk@gmail.com
32680748,Sofia,Navarro,snavarrom@gmail.com,socio,True,False,2024-01-08,snavarrom@gmail.com
44331441,Florencia,Juarez,fjuareza@gmail.com,socio,True,False,2025-09-16,fjuareza@gmail.com
16473999,Andrea,Garcia,agarciag@gmail.com,socio,True,False,2024-10-11,agarciag@gmail.com
30552371,Catalina,Fuentes,cfuentesc@gmail.com,socio,True,False,2024-08-31,cfuentesc@gmail.com
93590502,Pablo,Miranda,pmirandas@gmail.com,socio,True,False,2025-07-20,pmirandas@gmail.com
25302505,Franco,Sanchez,fsanchezv@gmail.com,socio,True,False,2024-02-20,fsanchezv@gmail.com
37068117,Catalina,Garcia,cgarciam@gmail.com,socio,True,False,2025-05-24,cgarciam@gmail.com
74513622,Joaquin,Kraus,jkrausm@gmail.com,socio,True,False,2025-10-22,jkrausm@gmail.com
87061479,Hector,Sanchez,hsanchezg@gmail.com,socio,True,False,2024-05-30,hsanchezg@gmail.com
